,dishes_name,emp_id
465,芹菜炒腰花,1098
467,露露无糖杏仁露,1098
468,白斩鸡,1095
469,香烤牛排,1095
470,干锅田鸡,1095
471,桂圆枸杞鸽子汤,1095
472,番茄有机花菜,1095
474,芝士烩波士顿龙虾,1458
475,油焖麻辣虾,1458
476,香辣腐乳炒虾,1458
477,爆炒猪肝,1458
478,谷稻小庄 ,1458
479,芹黄鳝丝,1458
480,盘蟹蒸蛋,1458
481,南瓜枸杞小饼干,1458
482,老式面包,1458
483,香菇鸡肉粥,1458
484,泡椒凤爪,1458
486,剁椒鱼头,1004
487,蒜香辣花甲,1004
488,盘蟹蒸蛋,1004
489,清蒸蝶鱼,1004
490,白胡椒胡萝卜羊肉汤,1004
491,凉拌菠菜,1004
493,番茄蛋汤,1468
494,拌土豆丝,1468
495,麻辣小龙虾,1468
496,哈尔滨啤酒罐装,1468
497,凉拌菠菜,1468
499,油焖麻辣虾,1008
500,照烧鸡腿,1008
501,凉拌萝卜丝,1008
502,香菇鹌鹑蛋,1008
504,香辣腐乳炒虾,1227
505,清蒸蝶鱼,1227
506,豌豆薯仔猪骨汤,1227
507,大蒜苋菜,1227
508,酸辣藕丁,1227
510,姜葱炒花蟹,1002
511,清蒸海鱼,1002
512,辣炒海带丝,1002
513,干锅田鸡,1002
514,青炒扁豆,1002
516,黄花菜炒木耳,1002
517,麻辣小龙虾,1229
518,焖猪手,1229
519,剁椒鱼头,1229
520,炝炒大白菜,1229
521,农夫山泉NFC果汁100%橙汁,1229
522,清炒菊花菜,1229
523,糖醋蕃茄溜青花,1229
524,美妙绝伦之白莲花,1229
525,凉拌菠菜,1229
527,芝士烩波士顿龙虾,1303
528,西瓜胡萝卜沙拉,1303
529,小米南瓜粥,1303
530,蒜香辣花甲,1086
531,桂圆枸杞鸽子汤,1086
532,啤酒鸭,1086
533,焖猪手,1086
534,红酒炖羊肉,1086
535,番茄甘蓝,1086
536,桂圆肉红豆八宝饭,1086
538,山药养生粥,1086
539,白胡椒胡萝卜羊肉汤,1251
540,三色凉拌手撕兔,1251
541,独家薄荷鲜虾牛肉卷,1251
542,番茄有机花菜,1251
543,凉拌萝卜丝,1251
545,清蒸海鱼,1251
546,香辣腐乳炒虾,1226
547,党参黄芪炖牛尾,1226
548,焖猪手,1226
549,番茄有机花菜,1226
550,黄花菜炒木耳,1226
551,辣炒海带丝,1226
552,谷稻小庄 ,1226
554,油焖麻辣虾,1088
555,水煮鱼,1088
556,蒜香辣花甲,1088
557,番茄炖牛腩,1088
558,香菇鹌鹑蛋,1088
559,香烤牛排,1088
560,酸辣藕丁,1088
561,党参黄芪炖牛尾,1088
562,番茄有机花菜,1088
563,意文柠檬汁 ,1088
564, 北冰洋汽水 ,1088
565,谷稻小庄 ,1088
566,打卤面,1088
567,清爽拌凉面,1088
568,农夫山泉NFC果汁100%橙汁,1088
569,冰糖红豆薏米粥,1088
570,酸辣汤面,1088
571,宝宝版牛肉肠粉,1088
572,桂圆肉红豆八宝饭,1088
573,皮蛋瘦肉粥,1088
574,五色糯米饭(七色),1088
575,辣炒鱿鱼,1091
576,姜葱炒花蟹,1091
577,独家薄荷鲜虾牛肉卷,1091
578,焖猪手,1091
579,红酒炖羊肉,1091
580,凉拌菠菜,1091
581,桂圆枸杞鸽子汤,1091
582,蓝带啤酒罐装,1091
583,干锅田鸡,1091
585,香辣腐乳炒虾,993
586,牛尾汤,993
587,番茄炖牛腩,993
588,芝士烩波士顿龙虾,993
590,香菇鹌鹑蛋,993
591,番茄炖秋葵,993
592,五彩藕苗,993
593,酸辣藕丁,993
594,豌豆薯仔猪骨汤,993
595,大蒜苋菜,993
596,焖猪手,993
597,啤酒鸭,993
598,白斩鸡,993
599,爆炒猪肝,993
600,52度泸州老窖 ,993
601,麻辣小龙虾,1538
602,姜葱炒花蟹,1538
603,孜然羊排,1538
604,路易拉菲红酒干红,1538
605,炝炒大白菜,1538
606,山药养生粥,1538
607,辣炒鱿鱼,1001
608,香辣腐乳炒虾,1001
609,番茄炖牛腩,1001
610,爆炒鸡翅,1001
611,凉拌蒜蓉西兰花,1001
612,酸辣藕丁,1001
613,香菇鹌鹑蛋,1001
614,桂圆肉红豆八宝饭,1001
615,山药养生粥,1001
617,香酥两吃大虾,993
618,五香酱驴肉,993
619,干锅田鸡,993
620,冰镇花螺,993
621,爆炒鸡翅,993
622,清蒸海鱼,993
623,糖醋蕃茄溜青花,993
624,木须豌豆,993
625,冬瓜炒苦瓜,993
626,凉拌蒜蓉西兰花,993
627,黄花菜炒木耳,993
628,青炒扁豆,993
629,特醇嘉士伯啤酒罐装,993
630,50度古井贡酒,993
632,避风塘炒蟹,987
633,辣炒花蛤,987
634,辣炒鱿鱼,987
635,番茄炖牛腩,987
636,香辣爆羊肝,987
637,爆炒猪肝,987
638,爆炒鸡翅,987
639,糖醋蕃茄溜青花,987
640,木须豌豆,987
642,皮蛋瘦肉粥,987
643,水煮鱼,987
644,辣炒花蛤,1001
645,水煮鱼,1001
646,爆炒鸡翅,1001
647,凉拌蒜蓉西兰花,1001
648,哈尔滨啤酒罐装,1001
649,皮蛋瘦肉粥,1001
650,桂圆肉红豆八宝饭,1001
651,山药养生粥,1001
652,酸辣汤面,1001
653,番茄炖牛腩,1029
654,独家薄荷鲜虾牛肉卷,1029
655,芹菜炒腰花,1029
656,凉拌蒜蓉西兰花,1029
657,番茄有机花菜,1029
658,谷稻小庄 ,1029
660,小炒羊腰,1249
661,金玉良缘,1249
662,清蒸蝶鱼,1249
663,凉拌菠菜,1249
665,倒立蒸梭子蟹,1007
666,牛尾汤,1007
667,孜然羊排,1007
668,照烧鸡腿,1007
669,辣炒海带丝,1007
670,香菇鹌鹑蛋,1007
671,凉拌萝卜丝,1007
672,老式面包,1007
673,培根花菜,1007
675,盘蟹蒸蛋,996
676,蛋挞,996
678,冰镇花螺,996
679,番茄有机花菜,996
680,拌土豆丝,982
681,焖猪手,982
682,番茄炖牛腩,982
683,培根花菜,982
684,谷稻小庄 ,982
686,西瓜胡萝卜沙拉,1230
687,麻辣小龙虾,1230
689,蒜香辣花甲,1230
690,豌豆薯仔猪骨汤,1230
691,凉拌萝卜丝,1230
692,番茄炖牛腩,1004
693,蒜蓉生蚝,1004
694,辣炒海带丝,1004
695,照烧鸡腿,1004
697,凉拌菠菜,1004
698,清蒸海鱼,1450
699,辣炒海带丝,1450
700,一品香酥藕,1450
702,辣炒海带丝,993
703,香烤牛排,993
704,白胡椒胡萝卜羊肉汤,993
705,爆炒鸡翅,993
706,凉拌菠菜,993
711,香酥两吃大虾,984
712,三丝鳝鱼,984
713,姜葱炒花蟹,984
714,蒙古烤羊腿,984
715,意文柠檬汁 ,984
716,一品香酥藕,984
717,啤酒鸭,984
718,自制猪肉脯,984
719,凉拌蒜蓉西兰花,984
720,土豆西红柿汤面,984
721,五色糯米饭(七色),984
723,牛肉鸡蛋肠粉,984
724,麻辣小龙虾,1520
725,白胡椒胡萝卜羊肉汤,1520
726,水煮鱼,1520
727,辣炒海带丝,1520
728,香烤牛排,1520
729,凉拌萝卜丝,1520
730,凉拌菠菜,1520
731,爆炒鸡翅,1520
732,香菇鸡肉粥,1520
734,清蒸蝶鱼,1305
735,葱油凉拌藕片,1305
736,辣炒海带丝,1305
737,培根紫菜卷,1305
738,焖猪手,1305
739,黄花菜炒木耳,1305
740,牛尾汤,1305
742,百里香奶油烤紅酒牛肉,995
743,芝士烩波士顿龙虾,995
744,金玉良缘,995
745,糖醋蕃茄溜青花,995
746,路易拉菲红酒干红,995
748,清蒸蝶鱼,1610
749,拌土豆丝,1610
750,焖猪手,1610
751,凉拌菠菜,1610
753,番茄炖牛腩,1319
754,金玉良缘,1319
755,照烧鸡腿,1319
756,拌土豆丝,1319
758,清蒸蝶鱼,984
759,姜葱炒花蟹,984
760,凉拌萝卜丝,984
761,番茄有机花菜,984
763,芝士烩波士顿龙虾,995
764,谷稻小庄 ,995
765,凉拌萝卜丝,995
766,凉拌菠菜,995
768,水煮鱼,992
769,肉丁茄子,992
771,蛋挞,992
772,张裕葡萄酒张裕赤霞珠干红,992
773,香酥两吃大虾,1159
774,姜葱炒花蟹,1159
775,香烤牛排,1159
776,铁板牛肉,1159
777,蒜香包,1159
778,肉丁茄子,1159
780,麻辣小龙虾,1119
781,爆炒鳝碌,1119
782,铁板牛肉,1119
783,三色凉拌手撕兔,1119
784,炝炒大白菜,1119
785,谷稻小庄 ,1119
786,路易拉菲红酒干红,1119
787,不加一滴油的酸奶蛋糕,1119
788,蛋挞,1119
789,土豆西红柿汤面,1119
790,五色糯米饭(七色),1119
791,西瓜胡萝卜沙拉,1119
792,香菇鹌鹑蛋,1119
793,铁板牛肉,1125
794,番茄甘蓝,1125
795,核桃葡萄干土司,1125
796,皮蛋瘦肉粥,1125
797,张裕葡萄酒张裕赤霞珠干红,1125
798,姜葱炒花蟹,1125
799,麻辣小龙虾,1467
800,谷稻小庄 ,1467
801,冰糖红豆薏米粥,1467
802,超人气广式肠粉,1467
803,紫薯面包卷,1467
804,香酥两吃大虾,1121
805,倒立蒸梭子蟹,1121
806,辣炒鱿鱼,1121
807,独家薄荷鲜虾牛肉卷,1121
808,辣炒海带丝,1121
809,照烧鸡腿,1121
810,凉拌菠菜,1121
811,培根花菜,1121
812,糖醋蕃茄溜青花,1121
813,蛋挞,1121
814,小米南瓜粥,1121
815,水煮鱼,1189
816,油焖麻辣虾,1189
817,培根紫菜卷,1189
818,凉拌菠菜,1189
819,白胡椒胡萝卜羊肉汤,1189
820,百里香奶油烤红酒牛肉,1189
821,凉拌蒜蓉西兰花,1189
822,鱼香肉丝拌面,1189
823,打卤面,1189
824,南瓜芝士包,1189
825,五色糯米饭(七色),1189
826,清爽拌凉面,1189
827,蒜香包,1189
828,谷稻小庄 ,1189
829,露露无糖杏仁露,1189
830,意文柠檬汁 ,1189
831,麻辣小龙虾,1587
832,蒜香辣花甲,1587
833,百里香奶油烤红酒牛肉,1587
834,凉拌蒜蓉西兰花,1587
835,黄尾袋鼠西拉子红葡萄酒,1587
836,葡萄奶酥(超酥香的饼干),1587
838,桂圆枸杞鸽子汤,1587
839,美妙绝伦之白莲花,1587
840,葱油凉拌藕片,1587
841,培根紫菜卷,1587
842,香辣爆羊肝,1587
843,意文柠檬汁 ,1587
844,干锅田鸡,1587
845,培根花菜,1587
846,牛尾汤,1243
847,独家薄荷鲜虾牛肉卷,1243
848,香菇鹌鹑蛋,1243
849,西瓜胡萝卜沙拉,1243
850,谷稻小庄 ,1243
851,黄油曲奇饼干,1243
852,五色糯米饭(七色),1243
853,麻辣小龙虾,1206
854,水煮鱼,1206
855,辣炒鱿鱼,1206
856,凉拌菠菜,1206
857,倒立蒸梭子蟹,1206
859,蒙古烤羊腿,1206
860,葱姜炒蟹,1105
861,水煮鱼,1105
862,倒立蒸梭子蟹,1105
863,剁椒鱼头,1105
864,番茄炖秋葵,1105
865,大理石奶油蛋糕,1105
866,南瓜芝士包,1105
867,葱油凉拌藕片,1105
868,豌豆薯仔猪骨汤,1105
869,青炒扁豆,1105
870,冰糖红豆薏米粥,1105
871,小米南瓜粥,1105
872,鸡蛋、肉末肠粉,1105
873,核桃葡萄干土司,1105
874,花蛤蒸蛋,1105
875,自制猪肉脯,1105
876,露露无糖杏仁露,1105
877,清蒸海鱼,1148
878,照烧鸡腿,1148
879,爆炒鸡翅,1148
880,番茄有机花菜,1148
881,鱼香肉丝拌面,1148
882,广式虾仁肠粉,1148
883,意文柠檬汁 ,1148
884,芝士烩波士顿龙虾,1076
885,爆炒猪肝,1076
886,自制猪肉脯,1076
887,辣炒鱿鱼,1076
888,焖猪手,1076
889,水煮鱼,1076
890,油焖麻辣虾,1076
891,香酥两吃大虾,1076
892,姜葱炒花蟹,1076
893,香菇鹌鹑蛋,1076
894,百里香奶油烤红酒牛肉,1076
895,照烧鸡腿,1076
896,独家薄荷鲜虾牛肉卷,1076
897,红酒土豆烧鸭腿,1076
898,53度茅台,1076
899,芝士烩波士顿龙虾,1160
900,倒立蒸梭子蟹,1160
901,花蛤蒸蛋,1160
902,鲜美鳝鱼,1160
903,百里香奶油烤红酒牛肉,1160
904,白斩鸡,1160
905,爆炒猪肝,1160
906,50度古井贡酒,1160
907,五色糯米饭(七色),1160
908,芝士烩波士顿龙虾,1095
909,蒙古烤羊腿,1095
910,姜葱炒花蟹,1095
911,白胡椒胡萝卜羊肉汤,1095
912,葱油凉拌藕片,1095
914,张裕葡萄酒张裕赤霞珠干红,1095
915,蛋挞,1095
916,麻辣小龙虾,1095
917,番茄炖牛腩,1095
918,谷稻小庄 ,1095
919,香酥两吃大虾,1068
920,自制猪肉脯,1068
921,水煮鱼,1068
922,冰糖红豆薏米粥,1068
923,山药养生粥,1068
924,芹菜炒腰花,1068
925,谷稻小庄 ,1068
926,剁椒鱼头,1068
927,农夫山泉NFC果汁100%橙汁,1068
928,凉拌菠菜,1068
929,白胡椒胡萝卜羊肉汤,1068
930,一品香酥藕,1068
931,紫薯面包卷,1068
932,番茄有机花菜,1068
934,超人气广式肠粉,1068
935,油焖麻辣虾,1523
936,番茄炖牛腩,1523
937,拌土豆丝,1523
938,木须豌豆,1523
940,鲜美鳝鱼,1523
941,麻辣小龙虾,1507
942,党参黄芪炖牛尾,1507
943,油焖麻辣虾,1507
944,啤酒鸭,1507
945,黄花菜炒木耳,1507
946,木须豌豆,1507
947,培根花菜,1507
948,炝炒大白菜,1507
949,香菇鹌鹑蛋,1507
950,拌土豆丝,1507
951,爆炒双丝,1507
952,蒙古烤羊腿,1507
953,五色糯米饭(七色),1507
954,培根紫菜卷,1253
955,白斩鸡,1253
956,白胡椒胡萝卜羊肉汤,1253
957,炝炒大白菜,1253
958,意文柠檬汁 ,1253
959,蛋挞,1253
960,黑米恋上葡萄,1253
961,豌豆薯仔猪骨汤,1094
962,皮蛋瘦肉粥,1094
963,山药养生粥,1094
964,冰糖红豆薏米粥,1094
965,芹菜炒腰花,1094
966,小米南瓜粥,1094
967,香菇鸡肉粥,1094
968,剁椒鱼头,1094
969,农夫山泉NFC果汁100%橙汁,1094
970,水煮鱼,1094
971,谷稻小庄 ,1094
972,露露无糖杏仁露,1094
973, 北冰洋汽水 ,1094
974,意文柠檬汁 ,1094
975,大蒜苋菜,1094
976,美妙绝伦之白莲花,1094
977,炝炒大白菜,1094
978,凉拌蒜蓉西兰花,1094
979,孜然羊排,1094
980,凉拌菠菜,1094
981,蒙古烤羊腿,1094
982,油焖麻辣虾,1094
983,香辣爆羊肝,1094
984,青岛啤酒罐装,1094
985,山药养生粥,1210
986,美妙绝伦之白莲花,1210
987,清爽拌凉面,1210
